Facility Type,Facility Number,FAC_N2,FAC_ID_Z,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Latitude,Longitude,WUICLASS10,HAZ_CLASS,Risk,Duplicate address
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197608908,197608908,CA197608908,MONTECEDRO,"MONTECEDRO, INC.",DAVID WEIDERT,(626) 396-7125,2212 EL MOLINO,ALTADENA,CA,91001,LOS ANGELES,31,300,LICENSED,12/16/2015,,34.183416,-118.134658,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,300613273,300613273,CA300613273,MORNINGSIDE OF FULLERTON,"CORECARE III/MORNINGSIDE S.P.ASSOC/LIFECARESVS,LLC",RICHARD ALLEN NORDSIEK,(714) 256-8000,800 MORNINGSIDE DR.,FULLERTON,CA,92835,ORANGE,22,712,LICENSED,11/9/1993,,33.898158,-117.913803,High_Dens_NoVeg,Moderate,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,191500496,191500496,CA191500496,MOUNT SAN ANTONIO GARDENS,"CONGREGATIONAL HOMES, INCORPORATED",JOYCE FREMPONG,(909) 624-5061,900 EAST HARRISON AVENUE,POMONA,CA,91767,LOS ANGELES,28,520,LICENSED,1/4/1993,,34.09746,-117.733856,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,390314809,390314809,CA390314809,O'CONNOR WOODS ASSISTED LIVING,O'CONNOR WOODS HOUSING; ESKATON PROPERTIES INC,"LEAL-MALLETE, PENNY",(209) 956-3400,3334 WAGNER HEIGHTS RD,STOCKTON,CA,95209,SAN JOAQUIN,27,499,LICENSED,8/14/1991,,38.031477,-121.358952,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197607372,197607372,CA197607372,OAKVIEW,OAKVIEW HC LLC & LIFE CARE SERVICES LLC,JEANNETTE RUGGIERO,(805) 241-3005,3557 CAMPUS DR.,THOUSAND OAKS,CA,91360,LOS ANGELES,31,63,LICENSED,3/28/2008,,34.228331,-118.88207,High_Dens_Interface,High,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,100404809,100404809,CA100404809,PALM VILLAGE RETIREMENT COMMUNITY,"MENNONITE BRETHREN HOMES, INC.","GUZMAN, ERNESTO",(559) 638-6933,703 WEST HERBERT AVENUE,REEDLEY,CA,93654,FRESNO,24,262,LICENSED,2/13/1987,,36.580102,-119.455922,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,486800368,486800368,CA486800368,PARADISE VALLEY ESTATES,NORTHERN CALIFORNIA RETIRED OFFICERS COMMUNITY,PEGGY HUSTON,(707) 432-1100,2600 ESTATES DRIVE,FAIRFIELD,CA,94533,SOLANO,21,603,LICENSED,12/3/1997,,38.307104,-122.023867,Med_Dens_Interface,High,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,374601395,374601395,CA374601395,PARADISE VALLEY MANOR,"STERLING CARE, INC.",AARON BURRUP,(619) 470-6700,2575 E. EIGHTH STREET,NATIONAL CITY,CA,91950,SAN DIEGO,8,50,LICENSED,5/27/2003,,32.683446,-117.080575,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,410508359,410508359,CA410508359,PENINSULA REGENT (THE),BASS INC; PACIFIC RETIREMENT SERVICES INC,MARIANNE NANNESTAD,(650) 579-5500,1 BALDWIN AVENUE,SAN MATEO,CA,94401,SAN MATEO,14,435,LICENSED,12/15/1988,,37.566118,-122.327913,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,11400514,11400514,CA011400514,PIEDMONT GARDENS #1,HUMANGOOD & HUMANGOOD NORCAL,"SMITH, KEVIN",(510) 654-7172,110-41ST STREET,OAKLAND,CA,94611,ALAMEDA,15,321,LICENSED,3/25/1993,,37.826285,-122.251012,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197607628,197607628,CA197607628,PILGRIM PLACE IN CLAREMONT,"PILGRIM PLACE IN CLAREMONT, INC.",RICHARD RODAS,(909) 399-5500,625 MAYFLOWER ROAD,CLAREMONT,CA,91711,LOS ANGELES,28,454,LICENSED,1/16/2009,,34.099732,-117.723493,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,360904812,360904812,CA360904812,PLYMOUTH VILLAGE OF REDLANDS,HUMANGOOD & HUMANGOOD NORCAL,"MICHAELS, JULIE",(909) 793-1233,900 SALEM DRIVE,REDLANDS,CA,92373,SAN BERNARDINO,18,301,LICENSED,2/24/1981,,34.043743,-117.172805,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306005180,306005180,CA306005180,REATA GLEN ORANGE COUNTY CCRC LLC,REATA GLEN ORANGE COUNTY CCRC LLC,TBD,(760) 704-6260,28805 ORTEGA HIGHWAY,SAN JUAN CAPISTRANO,CA,92675,ORANGE,22,480,CLOSED,,9/25/2018,33.517658,-117.629152,Uninhabited_NoVeg,Very High,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306005546,306005546,CA306005546,REATA GLEN ORANGE COUNTY CCRC LLC,REATA GLEN ORANGE COUNTY CCRC; LIFE CARE SERVICES,"NASRATY, SUZANNE",(949) 545-2250,2 LAS ESTRELLAS LOOP,RANCHO MISSION VIEJO,CA,92694,ORANGE,22,840,LICENSED,6/19/2019,,33.57086,-117.63561,Med_Dens_Interface,High,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,374600566,374600566,CA374600566,REDWOOD TERRACE,HUMANGOOD; HUMANGOOD SOCAL,"NORDEN, KURT C",(760) 747-4306,710 WEST 13TH AVENUE,ESCONDIDO,CA,92025,SAN DIEGO,8,210,LICENSED,8/26/1997,,33.106713,-117.083393,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,300603257,300603257,CA300603257,REGENTS POINT,HUMANGOOD & HUMANGOOD SOCAL,"FORNEY, MELINDA M",(949) 854-9500,19191 HARVARD AVENUE,IRVINE,CA,92612,ORANGE,22,399,LICENSED,2/23/1982,,33.652341,-117.832408,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,75600335,75600335,CA075600335,"REUTLINGER COMMUNITY, THE","REUTLINGER COMMUNITY, THE","KAUR, RAMMANDEEP",(925) 648-2800,4000 CAMINO TASSAJARA,DANVILLE,CA,94526,CONTRA COSTA,15,120,LICENSED,8/19/1999,,37.798706,-121.906141,Uninhabited_NoVeg,Moderate,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,150400536,150400536,CA150400536,ROSEWOOD RETIREMENT COMMUNITY,HUMANGOOD & HUMANGOOD NORCAL,"BALABAN, ROCHELLE",(661) 834-0620,1301 NEW STINE ROAD,BAKERSFIELD,CA,93309,KERN,24,220,LICENSED,3/15/1974,,35.343175,-119.062153,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,300600816,300600816,CA300600816,ROWNTREE GARDENS,"CALIFORNIA FRIENDS HOMES, INC.",CLAUDIA LUSCA-BORCSA,(714) 530-9100,12151 DALE STREET,STANTON,CA,90680,ORANGE,22,280,LICENSED,7/11/1982,,33.78542,-117.985249,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,191502216,191502216,CA191502216,ROYAL OAKS,HUMANGOOD & HUMANGOOD SOCAL,"SALIERNO, ROBERT",(626) 359-9371,1763 ROYAL OAKS DRIVE,DUARTE,CA,91010,LOS ANGELES,28,250,LICENSED,12/29/1989,,34.143855,-117.96922,Med_Dens_Interface,Very High,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,380540292,380540292,CA380540292,SAN FRANCISCO TOWERS,COVIA COMMUNITIES,CHRISTINA SPENCE,(415) 776-0500,1661 PINE STREET,SAN FRANCISCO,CA,94109,SAN FRANCISCO,14,350,LICENSED,10/31/1997,,37.78905,-122.422956,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435201057,435201057,CA435201057,SARATOGA RETIREMENT COMMUNITY,ODD FELLOWS HOME OF CA; GRAND LODGE; PRS MGMT INC,CATHY SCHUMACHER,(408) 741-7100,14500 FRUITVALE AVENUE,SARATOGA,CA,95070,SANTA CLARA,26,418,LICENSED,7/31/2002,,37.250745,-122.00778,Med_Dens_Interface,Moderate,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,336424396,336424396,CA336424396,SEGOVIA OF PALM DESERT,"SEGOVIA OPERATIONS, OAKMONT SR LVG; OAKMONT MGT GR","SCHAFFER II, ERNEST C",(760) 341-4554,39905 VIA SCENA,PALM DESERT,CA,92260,RIVERSIDE,18,182,LICENSED,4/29/2010,,33.758616,-116.389743,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306000889,306000889,CA306000889,SENIOR LIVING COMMUNITY FOR THE EASTERN STAR IN CA,EASTERN STAR HOMES OF CALIFORNIA INC.,JO DEE GIBSON,(714) 577-9281,16850 E. BASTANCHURY ROAD,YORBA LINDA,CA,92886,ORANGE,22,76,LICENSED,12/9/1998,,33.898384,-117.839343,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,410500567,410500567,CA410500567,"SEQUOIAS-PORTOLA VALLEY, THE","SEQUOIA LIVING, INC.",MICHAEL CATALDO,(650) 851-1501,501 PORTOLA ROAD,PORTOLA VALLEY,CA,94028,SAN MATEO,14,328,LICENSED,11/5/1985,,37.372496,-122.221147,Med_Dens_Intermix,Moderate,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,380500593,380500593,CA380500593,SEQUOIAS SAN FRANCISCO (THE),"SEQUOIA LIVING, INC.",GLEN GODDARD,(415) 922-9700,1400 GEARY BLVD,SAN FRANCISCO,CA,94109,SAN FRANCISCO,14,400,LICENSED,5/21/1975,,37.785542,-122.427134,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,100406684,100406684,CA100406684,SIERRA VIEW HOMES RESIDENTIAL CARE,"SIERRA VIEW HOMES, INC.","GENNA, VITO J.",(559) 638-9226,1155 E. SPRINGFIELD,REEDLEY,CA,93654,FRESNO,24,78,LICENSED,3/18/1991,,36.596233,-119.43689,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,191802082,191802082,CA191802082,SOLHEIM SENIOR COMMUNITY,SOLHEIM LUTHERAN HOME,PALOMA BARROSO,(323) 257-7518,2236 MERTON AVENUE,LOS ANGELES,CA,90041,LOS ANGELES,31,126,LICENSED,6/22/1993,,34.137838,-118.215713,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,490107656,490107656,CA490107656,SPRING LAKE VILLAGE,COVIA COMMUNITIES,"ALLEN, CLARA",(707) 538-8400,5555 MONTGOMERY DRIVE,SANTA ROSA,CA,95409,SONOMA,21,679,LICENSED,8/7/1993,,38.457978,-122.645274,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,415600689,415600689,CA415600689,"STRATFORD, THE",SUNRISE STRATFORD GP & LP; SUNRISE SENIOR LVG MGT,"VIOLA, GAYLE",(650) 342-4106,601 LAUREL AVE,SAN MATEO,CA,94401,SAN MATEO,14,96,LICENSED,8/1/2006,,37.562628,-122.320754,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,11400627,11400627,CA011400627,ST. PAUL'S TOWERS,COVIA COMMUNITIES,"LINDE, MARY",(510) 835-4700,100 BAY PLACE,OAKLAND,CA,94610,ALAMEDA,15,320,LICENSED,8/14/1985,,37.811864,-122.260323,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435201317,435201317,CA435201317,SUNNY VIEW RETIREMENT COMMUNITY,FRONT PORCH COMMUNITIES AND SERVICES,SALLY PLANK,(408) 253-4300,22445 CUPERTINO ROAD,CUPERTINO,CA,95014,SANTA CLARA,26,190,LICENSED,5/2/2003,,37.323988,-122.066757,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,210102761,210102761,CA210102761,TAMALPAIS,"SEQUOIA LIVING, INC.","GOERZEN, ROB",(415) 461-2300,501 VIA CASITAS,GREENBRAE,CA,94904,MARIN,21,341,LICENSED,6/1/1988,,37.945647,-122.532218,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,430708050,430708050,CA430708050,"TERRACES AT LOS ALTOS, THE",HUMANGOOD & HUMANGOOD NORCAL,"GONZALES, DEBORAH",(650) 948-8291,373 PINE LANE,LOS ALTOS,CA,94022,SANTA CLARA,26,250,LICENSED,2/27/1967,,37.392419,-122.122025,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,100400544,100400544,CA100400544,"TERRACES AT SAN JOAQUIN GARDENS, THE",HUMANGOOD & HUMANGOOD NORCAL & HUMANGOOD FRESNO,"LOPEZ, JESSICA",(559) 439-4770,5555 NORTH FRESNO STREET,FRESNO,CA,93710,FRESNO,24,652,LICENSED,2/9/1994,,36.818573,-119.784436,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,430708817,430708817,CA430708817,"TERRACES OF LOS GATOS, THE",HUMANGOOD & HUMANGOOD NORCAL,"BURGOYNE, BRADLEY",(408) 356-1006,800 BLOSSOM HILL ROAD,LOS GATOS,CA,95032,SANTA CLARA,26,458,LICENSED,12/22/1992,,37.234321,-121.959427,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,300600977,300600977,CA300600977,TOWN & COUNTRY MANOR,CHRISTIAN AND MISSIONARY ALLIANCE,STEPHENIE JUKIC,(714) 547-7581,555 E. MEMORY LANE,SANTA ANA,CA,92706,ORANGE,22,240,LICENSED,12/5/1975,,33.774412,-117.861868,Uninhabited_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,577001215,577001215,CA577001215,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,UNIVER RETIRE COM AT DAVIS/PACIFIC RETIRE SERVICES,MARIA BURTON,(530) 747-7000,1515 SHASTA DRIVE,DAVIS,CA,95616,YOLO,21,500,LICENSED,2/18/2000,,38.559329,-121.774905,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,565800978,565800978,CA565800978,UNIVERSITY VILLAGE THOUSAND OAKS,"UNIV. VLG. T. OAKS CCRC LLC, & LIFE CARE SVCS LLC.",ESTRIN DMITRY,(805) 241-3000,3415 CAMPUS DRIVE,THOUSAND OAKS,CA,91360,VENTURA,31,514,LICENSED,9/24/2007,,34.22757,-118.883519,Med_Dens_Interface,Very High,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,421700411,421700411,CA421700411,VALLE VERDE,HUMANGOOD & HUMANGOOD NORCAL,"HONIG, MELISSA",(805) 883-4118,900 CALLE DE LOS AMIGOS,SANTA BARBARA,CA,93105,SANTA BARBARA,29,547,LICENSED,9/17/1993,,34.423682,-119.752968,Med_Dens_Intermix,High,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,496803049,496803049,CA496803049,VARENNA AT FOUNTAINGROVE,"VARENNA LLC, OAKMONT SR LVG; OAKMONT MGT GROUP","BUOT, FERDINAND",(707) 526-1226,1401 FOUNTAINGROVE PKWY,SANTA ROSA,CA,95403,SONOMA,21,322,ON PROBATION,5/2/2008,,38.486037,-122.713416,Med_Dens_Intermix,Moderate,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,374600675,374600675,CA374600675,VI AT LA JOLLA VILLAGE,"CCW LA JOLLA LLC, CC-LA JOLLA INC, CLASSIC RES MGM","BOUDREAU, STEPHANIE",(858) 646-7700,8515 COSTA VERDE BLVD,SAN DIEGO,CA,92122,SAN DIEGO,8,783,LICENSED,7/16/1998,,32.868322,-117.216379,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435200930,435200930,CA435200930,VI AT PALO ALTO,"CC-PALO ALTO,INC. & CLASSIC RES.MGMT. LTD. PARTNER",STEVE A. BRUDNICK,(650) 853-5000,620 SAND HILL ROAD,PALO ALTO,CA,94304,SANTA CLARA,26,876,LICENSED,6/2/2005,,37.440396,-122.176434,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197602345,197602345,CA197602345,VILLA GARDENS,FRONT PORCH COMMUNITIES AND SERVICES,JEFFREY SIANKO,(626) 796-8162,842 EAST VILLA STREET,PASADENA,CA,91101,LOS ANGELES,28,340,LICENSED,6/30/1999,,34.153707,-118.133839,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,210108102,210108102,CA210108102,VILLA MARIN AMBULATORY CARE UNIT,VILLA MARIN HOMEOWNERS ASSOCIATION,PATRICIA STEPHENS,(415) 499-8711,100 THORNDALE DRIVE,SAN RAFAEL,CA,94903,MARIN,21,28,LICENSED,,,38.003538,-122.54961,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,336403573,336403573,CA336403573,"VILLAGE, THE","FREEDOM PROPERTIES HEMET, LLC.",JOANN  FIGUEROA,(951) 766-5116,2200 WEST ACACIA,HEMET,CA,92545,RIVERSIDE,18,452,LICENSED,9/18/2000,,33.744434,-116.994729,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,425800464,425800464,CA425800464,VISTA DEL MONTE,"FRONT PORCH COMMUNITIES AND SERVICES, INC.",DOUGLAS TUCKER,(805) 687-0793,3775 MODOC ROAD,SANTA BARBARA,CA,93105,SANTA BARBARA,29,266,LICENSED,7/30/1999,,34.430379,-119.747088,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,306000961,306000961,CA306000961,WALNUT VILLAGE,FRONT PORCH COMMUNITIES AND SERVICES,NADINE A. ROISMAN,(714) 776-7150,891 WALNUT STREET,ANAHEIM,CA,92802,ORANGE,22,300,LICENSED,6/30/1999,,33.819137,-117.92938,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435294364,435294364,CA435294364,WEBSTER HOUSE,WEBSTER HOUSE SENIOR LIVING LLC,"HIBBS, LINDA",(650) 327-4333,401 WEBSTER STREET,PALO ALTO,CA,94301,SANTA CLARA,26,54,CLOSED,9/1/2011,6/1/2015,37.450471,-122.158916,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,435202504,435202504,CA435202504,WEBSTER HOUSE,COVIA COMMUNITIES,"HIBBS, LINDA",(650) 327-4333,401 WEBSTER STREET,PALO ALTO,CA,94301,SANTA CLARA,26,54,LICENSED,6/1/2015,,37.450471,-122.158916,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,197605591,197605591,CA197605591,WESTMINSTER GARDENS,HUMANGOOD & HUMANGOOD SOCAL,"WALPER, MICHAEL",(626) 358-2569,1420 SANTO DOMINGO AVENUE,DUARTE,CA,91010,LOS ANGELES,28,200,LICENSED,5/4/2004,,34.139235,-117.96191,Uninhabited_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,372000641,372000641,CA372000641,WHITE SANDS LA JOLLA,HUMANGOOD & HUMANGOOD SOCAL,"BORIERO, GARY",(858) 454-4201,7450 OLIVETAS AVE,LA JOLLA,CA,92037,SAN DIEGO,8,299,LICENSED,8/30/1974,,32.837983,-117.28054,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,191202190,191202190,CA191202190,WINDSOR,HUMANGOOD & HUMANGOOD SOCAL,"CAMERON, LEIF J",(818) 244-7219,1230 EAST WINDSOR ROAD,GLENDALE,CA,91205,LOS ANGELES,28,175,LICENSED,2/1/1978,,34.136814,-118.238555,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RCFE-CONTINUING CARE RETIREMENT COMMUNITY,405800361,405800361,CA405800361,WYNDHAM RESIDENCE,"COMPASS HEALTH, INC.",BARBARA FISCHER,(805) 474-7260,222 S. ELM STREET,ARROYO GRANDE,CA,93420,SAN LUIS OBISPO,29,72,LICENSED,7/24/1998,,35.116075,-120.601055,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197608880,197608880,CA197608880,17201 LAHEY STREET,"17201 LAHEY STREET, CORPORATION",SEVAK ARUTYUNYAN,(818) 203-7779,17201 LAHEY STREET,GRANADA HILLS,CA,91344,LOS ANGELES,31,6,CLOSED,11/17/2015,6/26/2019,34.273264,-118.507835,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,415600880,415600880,CA415600880,19TH PARK AVE HOME CARE,"PEIG, ANNETTE GUEVARRA","PEIG, ANNETTE/BUGAY, MARLO",(650) 638-1726,1628 CELESTE DRIVE,SAN MATEO,CA,94402,SAN MATEO,14,6,CLOSED,7/29/2013,6/22/2016,37.557204,-122.305339,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,415600833,415600833,CA415600833,1ST PACIFIC COAST HOMES II,DEBORAH M. DAHLEN,DEBORAH M. DAHLEN,(650) 873-8635,2585 ARDEE LANE,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,14,6,LICENSED,4/8/2011,,37.64161,-122.460908,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,336410302,336410302,CA336410302,1ST SERENITY SENIOR CARE HOME,JUDITH J. SAMPSON,JUDITH SAMPSON,(951) 924-6800,14672 SALT RIVER WAY,MORENO VALLEY,CA,92555,RIVERSIDE,18,6,CLOSED,3/16/2006,2/26/2015,33.907486,-117.187301,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,435294219,435294219,CA435294219,2 ALL ABOUT SENIORS,"HALL, PATRICK & DEBRA",KENDALL HALL,(408) 483-2433,1474 POMPEY DRIVE,SAN JOSE,CA,95128,SANTA CLARA,26,6,LICENSED,11/21/2006,,37.296508,-121.945835,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,157206652,157206652,CA157206652,24/7 RESIDENTIAL CARE HOME,"ALBANDIA, MYRNA",MYRNA ALBANDIA,(661) 398-9394,612 JUMBUCK LANE,BAKERSFIELD,CA,93307,KERN,24,6,LICENSED,6/26/2013,,35.302591,-119.009286,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,415600111,415600111,CA415600111,"2ND GRACE & JOY CARE HOME, THE","LUO, TIAN-EN & YANG, JIANG-HONG","YANG,JIANG-HONG",(650) 278-3329,87 BERTA CIRCLE,DALY CITY,CA,94015,SAN MATEO,14,7,CLOSED,11/5/1997,10/16/2015,37.662284,-122.467068,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107206874,107206874,CA107206874,3 ANGELS HOME,"BALALLO, RODALYN & VICTORINO","BALALLO, RODALYN",(559) 875-3833,6095 N DEWOLF AVE,CLOVIS,CA,93619,FRESNO,24,6,CLOSED,2/11/2015,1/11/2016,36.846344,-119.672059,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,374603018,374603018,CA374603018,"3 SISTERS HACIENDA, LLC","3 SISTERS HACIENDA, LLC","AMUNDSON, TAMARA",(760) 294-7996,1911 BEAR VALLEY OAKS,ESCONDIDO,CA,92025,SAN DIEGO,8,6,LICENSED,7/20/2010,,33.106192,-117.054486,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,361880688,361880688,CA361880688,3039 COTTAGE,SHAWNARIEL INTERNATIONAL INC,"ROSALES, YARELI",(626) 841-9413,3039 CEDAR ST,SAN BERNARDINO,CA,92404,SAN BERNARDINO,18,6,LICENSED,7/29/2019,,34.145966,-117.267197,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,361800468,361800468,CA361800468,3313 COTTAGE,SHAWNARIEL INTERNATIONAL INC,"ROSALES, YARELI",(760) 472-8544,3313 CONEJO DR,SAN BERNARDINO,CA,92404,SAN BERNARDINO,18,6,CLOSED,,5/22/2018,34.152914,-117.259128,Med_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,361880673,361880673,CA361880673,3313 COTTAGE,SHAWNARIEL INTERNATIONAL INC,"ROSALES, YARELI",(626) 841-9413,3313 CONEJO DR,SAN BERNADINO,CA,92404,SAN BERNARDINO,18,6,LICENSED,5/10/2019,,34.152914,-117.259128,Med_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,107206762,107206762,CA107206762,3ANGELS HOME,"BALALLO, VICTORINO & BALALLO, RODALYN","BALALLO, RODALYN",(408) 806-9419,1949 TAMARACK AVE.,SANGER,CA,93657,FRESNO,24,6,CLOSED,1/11/2016,4/8/2016,36.716159,-119.564381,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306005655,306005655,CA306005655,3JEAN'S HOME CARE,CHARM RESIDENTIAL CARE INC.,"ALVARADO, MARY JEAN",(714) 749-7237,8552 BARR LANE,GARDEN GROVE,CA,92840,ORANGE,22,6,LICENSED,1/15/2020,,33.785057,-117.983117,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,306000638,306000638,CA306000638,3K HOME CARE,"MANIMBO, MARIA NELLY G.",MARIA N.G. MANIMBO,(714) 774-8653,700 S. PLYMOUTH PLACE,ANAHEIM,CA,92806,ORANGE,22,6,LICENSED,10/2/1997,,33.832518,-117.887262,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
