Facility Number,Visit Date,V Month,V Date,V Year,Facility Name,Address,City,Zip,County,State,Telephone,Facility Type,Section Cited,General section
191601239,5/28/2017,5,28,2017,MIKO INN,3017 MALCOLM AVE,LOS ANGELES,90034,Los Angeles,CA,(310) 446-1714,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606115,5/13/2017,5,13,2017,MARLIN MANORS TYRONE,5536 TYRONE AVENUE,SHERMAN OAKS,91401,Los Angeles,CA,(818) 787-0789,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374601632,5/12/2017,5,12,2017,OPALEC HOME CARE,116 LAUSANNE DRIVE,SAN DIEGO,92114,San Diego,CA,(619) 262-7172,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
486802064,5/10/2017,5,10,2017,COMFORT LIVING FOR SENIORS II,685 PURPLE MARTIN DRIVE,VACAVILLE,95687,Solano,CA,(707) 410-9706,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
425800697,5/4/2017,5,4,2017,MY FAMILY RESIDENTIAL CARE HOME,514 W. MCELHANEY AVE.,SANTA MARIA,93454,Santa Barbara,CA,(805) 925-7836,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
325002016,5/3/2017,5,3,2017,HEAVENLY HOME,321 UTAH STREET,PORTOLA,96122,Plumas,CA,(530) 832-5750,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
331800079,4/27/2017,4,27,2017,PINE TREE COTTAGE RCFE,41321 PINE TREE CIR,TEMECULA,92591,Riverside,CA,(951) 764-7078,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336425530,4/27/2017,4,27,2017,PINE TREE COTTAGE RCFE II,30669 SALT POINT COURT,MURRIETA,92563,Riverside,CA,(951) 319-6232,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601541,4/25/2017,4,25,2017,WAGAYA ASSISTED LIVING,905 ELM STREET,EL CERRITO,94530,Contra Costa,CA,(510) 965-7678,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801056,4/13/2017,4,13,2017,MILLENNIUM CARE II,5694 FEARING STREET,SIMI VALLEY,93063,Ventura,CA,(805) 527-7798,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198601726,4/6/2017,4,6,2017,"VICTORIA HOME CARE, LLC",5314  S. VICTORIA AVENUE,LOS ANGELES,90043,Los Angeles,CA,(310) 367-9022,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601494,4/3/2017,4,3,2017,CARE HOME SWEET HOME,316 LILAC CIRCLE,HERCULES,94547,Contra Costa,CA,(510) 799-1287,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608376,3/30/2017,3,30,2017,REDONDO BEACH ELDERLY HOME,18312 MANSEL AVENUE,REDONDO BEACH,90278,Los Angeles,CA,(310) 371-7193,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
430708612,3/23/2017,3,23,2017,SUNNYSIDE GARDENS,1025 CARSON DRIVE,SUNNYVALE,94086,Santa Clara,CA,(408) 730-4070,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608232,3/23/2017,3,23,2017,SUMMER HOUSE AT LADERA HEIGHTS,6108 DAMASK AVENUE,LOS ANGELES,90056,Los Angeles,CA,(323) 792-4105,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600870,3/21/2017,3,21,2017,TRINITY CARE HOME,9658 ASHBY WAY,SAN RAMON,94583,Contra Costa,CA,(925) 479-0381,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197803555,3/16/2017,3,16,2017,SEA BREEZE MANOR,3240 PINE AVE,LONG BEACH,90807,Los Angeles,CA,(562) 997-0906,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004521,3/15/2017,3,15,2017,JUST LIKE HOME IV,508 S. LAURINDA,ORANGE,92869,Orange,CA,(714) 290-5440,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306001331,3/15/2017,3,15,2017,AUTUMN MEADOWS II,25875 VIA VIENTO,MISSION VIEJO,92691,Orange,CA,(949) 916-5791,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603359,3/3/2017,3,3,2017,QUEENS MANOR HOME CARE 2,248 AMELIA COURT,VISTA,92084,San Diego,CA,(760) 295-1798,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004261,3/2/2017,3,2,2017,GOOD HANDS HOME CARE - GARDEN GROVE,13092 NEWLAND STREET,GARDEN GROVE,92844,Orange,CA,(714) 534-5389,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004771,2/27/2017,2,27,2017,"GOLDEN FLOWER MANOR, LLC",2411 E. LA PALMA AVE.,ANAHEIM,92806,Orange,CA,(714) 215-4283,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004612,2/16/2017,2,16,2017,ASSURED HORIZONS FV3,18676 SANTA MARIANA,FOUNTAIN VALLEY,92708,Orange,CA,(949) 933-5938,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
100405566,2/16/2017,2,16,2017,PRINCE & PRINCESS HOME FOR THE ELDERLY,4686 E. CORTLAND,FRESNO,93726,Fresno,CA,(559) 231-5728,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435201049,2/13/2017,2,13,2017,MAGNOLIA INN,176 SOUTH BERNARDO AVENUE,SUNNYVALE,94086,Santa Clara,CA,(650) 968-8506,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
157202386,2/7/2017,2,7,2017,ROSEBELLA PLACE,9319 MANIHIKI,BAKERSFIELD,93311,Kern,CA,(661) 855-4500,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004160,2/10/2017,2,10,2017,GREGORY'S CARE RESIDENCE,2424 FRANCISCO DRIVE,NEWPORT BEACH,92660,Orange,CA,(949) 646-8336,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374601180,2/9/2017,2,9,2017,CANYON HILL SENIOR HOME,7241 CANYON HILL COURT,SAN DIEGO,92126,San Diego,CA,(858) 265-6126,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306003893,2/9/2017,2,9,2017,ROSEHAVEN 1,203 CALLE DEL JUEGO,SAN CLEMENTE,92672,Orange,CA,(949) 366-2599,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004617,2/8/2017,2,8,2017,ASSURED HORIZONS FV11,17690 SAN VICENTE,FOUNTAIN VALLEY,92708,Orange,CA,(949) 933-5938,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004098,2/1/2017,2,1,2017,"LEAH LOVING ELDERLY CARE, INC.",17321 WARD STREET,FOUNTAIN VALLEY,92708,Orange,CA,(714) 968-7169,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306003680,2/1/2017,2,1,2017,MAX MAXIM SENIOR CARE,10448 NIGHTINGALE AVENUE,FOUNTAIN VALLEY,92708,Orange,CA,(714) 213-3045,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
216801923,1/24/2017,1,24,2017,YOUNG AT HEART RCFE,37 MENDOCINO LANE,NOVATO,94947,Marin,CA,(415) 209-6185,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
372004242,1/12/2017,1,12,2017,CARPEL BOARD AND CARE FACILITY,2073 HANFORD DRIVE,SAN DIEGO,92111,San Diego,CA,(619) 384-7084,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606947,1/12/2017,1,12,2017,NAMUAG GUEST HOME,2440 GONDER AVENUE,LONG BEACH,90815,Los Angeles,CA,(562) 343-2260,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601349,1/4/2017,1,4,2017,CHARM HOMES,5008 DEER SPRING COURT,ANTIOCH,94531,Contra Costa,CA,(925) 978-2671,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200752,12/27/2018,12,27,2018,FERNBANK PLACE LLC,5035 FERNBANK WAY,ANTIOCH,94531,Contra Costa,CA,(925) 732-7418,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200515,12/20/2018,12,20,2018,HARMONY CARE HOME,5611 ASHBOURNE WAY,ANTIOCH,94531,Contra Costa,CA,(925) 642-1084,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601466,12/14/2018,12,14,2018,HOUSE OF PSALMS ASSISTED LIVING FOR SENIORS,1525 7TH AVENUE,OAKLAND,94606,Alameda,CA,(510) 251-2521,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200744,12/13/2018,12,13,2018,ANGEL WINGS CARE HOME I,1403 PREWETT RANCH DRIVE,ANTIOCH,94531,Contra Costa,CA,(510) 329-4926,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198602361,12/5/2018,12,5,2018,PRIMECARE FACILITY HOME INC,18603 JEFFREY AVE,CERRITOS,90703,Los Angeles,CA,(562) 286-3516,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601242,12/4/2018,12,4,2018,HEART & SOUL COMMUNITIES,3770 SUTER STREET,OAKLAND,94619,Alameda,CA,(510) 927-8046,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197604027,11/29/2018,11,29,2018,"ENCINO RETIREMENT HOME, INC.",5010 BALBOA BL.,ENCINO,91436,Los Angeles,CA,(818) 355-8871,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200335,11/29/2018,11,29,2018,CALIFORNIA SUNSHINE RCFE,5837 MITCHELL CANYON CT.,CLAYTON,94517,Contra Costa,CA,(925) 693-0317,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600657,11/29/2018,11,29,2018,GERICARE OF RICHMOND,804 JOHNSON DRIVE,RICHMOND,94806,Contra Costa,CA,(510) 965-1146,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600594,11/16/2018,11,16,2018,CONCORD SENIOR LODGE,4972 HAMES DRIVE,CONCORD,94521,Contra Costa,CA,(925) 827-1678,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601127,11/15/2018,11,15,2018,"MAYON BOARD AND CARE, INC.",1804 CONCORD COURT,CONCORD,94521,Contra Costa,CA,(925) 825-5593,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601270,11/8/2018,11,8,2018,A GABRIELA'S VILLA-LIVERMORE,1051 LYNN STREET,LIVERMORE,94550,Alameda,CA,(925) 998-4316,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200392,9/7/2018,9,7,2018,EMA BOARD AND CAREHOME,1131 ALAMO WAY,PITTSBURG,94565,Contra Costa,CA,(925) 458-7098,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608880,11/2/2018,11,2,2018,17201 LAHEY STREET,17201 LAHEY STREET,GRANADA HILLS,91344,Los Angeles,CA,(818) 203-7779,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
19200513,10/30/2018,10,30,2018,PACIFICA SENIOR LIVING OAKLAND,"2330, 2350, 2361 E 29TH ST",OAKLAND,94606,Alameda,CA,(510) 534-3637,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374601400,10/18/2018,10,18,2018,"MONTEREY TRELLIS, CORP., THE",8914 TROY STREET,SPRING VALLEY,91977,San Diego,CA,(619) 697-4656,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336425396,10/8/2018,10,8,2018,ROYAL PALMS GUEST HOME,6943 GYPSUM CREEK DRV,EASTVALE,92880,Riverside,CA,(951) 427-3516,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
390311376,9/6/2018,9,6,2018,CHEROKEE RETIREMENT HOME,4124 CHEROKEE ROAD,STOCKTON,95215,San Joaquin,CA,(209) 931-4206,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004797,9/13/2018,9,13,2018,SACRED HEART ASSISTED LIVING,23911 VIA LA CORUNA,MISSION VIEJO,92694,Orange,CA,(949) 206-1507,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
496803545,9/5/2018,9,5,2018,SUSIE'S CARE HOME,7334 CARIOCA COURT,ROHNERT PARK,94928,Sonoma,CA,(707) 529-1193,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435201306,8/24/2018,8,24,2018,HIDDEN LANE VILLA,890 BERRY AVENUE,LOS ALTOS,94024,Santa Clara,CA,(650) 254-0721,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
19200726,8/24/2018,8,24,2018,SUNRISE CARE HOME II,1435 VIA LUCAS,SAN LORENZO,94580,Alameda,CA,(510) 398-8677,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15600675,8/24/2018,8,24,2018,CASA SAN LORENZO,171 VIA LINARES,SAN LORENZO,94580,Alameda,CA,(510) 481-0222,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374602567,8/24/2018,8,24,2018,WOODLAND GARDEN RESIDENTIAL CARE II,1709 KATY PLACE,ESCONDIDO,92026,San Diego,CA,(760) 294-5728,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
496803731,8/22/2018,8,22,2018,LAS PALMAS ASSISTED LIVING,218 N HIGH STREET,SEBASTOPOL,95472,Sonoma,CA,(707) 583-5895,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
507005493,8/18/2018,8,18,2018,PARAMOUNT COURT SENIOR LIVING,3791 CROWELL ROAD,TURLOCK,95382,Stanislaus,CA,(209) 664-9500,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198205126,8/15/2018,8,15,2018,"MOTHER ROSE MANOR, THE",628 WEST 52ND PLACE,LOS ANGELES,90037,Los Angeles,CA,(323) 846-1000,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
455002780,7/23/2018,7,23,2018,RICHDALE CARE HOME,1023 GREENBRIAR COURT,REDDING,96003,Shasta,CA,(530) 222-1159,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600864,7/19/2018,7,19,2018,LAKEVIEW LODGE,530 LAKEVIEW WAY,EMERALD HILLS,94062,San Mateo,CA,(650) 369-7476,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600741,7/17/2018,7,17,2018,VORALTO VILLAGE AT MENLO PARK,800 ROBLE AVENUE,MENLO PARK,94025,San Mateo,CA,(650) 322-4100,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801201,7/3/2018,7,3,2018,ABSOLUTE CARE HOME,1601 KIPLING COURT,OXNARD,93033,Ventura,CA,(805) 986-8118,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603585,6/21/2018,6,21,2018,ALVIN'S HOMECARE,724 DRIFTWOOD LANE,FALLBROOK,92028,San Diego,CA,(760) 990-4694,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198600288,6/14/2018,6,14,2018,LEGACY MANOR,2312 ROSWELL AVENUE,LONG BEACH,90815,Los Angeles,CA,(562) 494-8026,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004640,6/14/2018,6,14,2018,PACIFICA SENIOR LIVING NEWPORT MESA,2891 BEAR ST,COSTA MESA,92626,Orange,CA,(949) 629-1020,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306001581,6/13/2018,6,13,2018,AMERICAN LEGEND'S HOME,25746 SANTO DRIVE,MISSION VIEJO,92691,Orange,CA,(949) 922-0640,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601335,6/12/2018,6,12,2018,BETHANY HOME/HARVARD MANOR,3957 HARVARD WAY,LIVERMORE,94550,Alameda,CA,(925) 443-6822,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
507003257,6/12/2018,6,12,2018,DAVEY'S CARE HOME,1309 OAKWOOD DRIVE,MODESTO,95350,Stanislaus,CA,(209) 575-5030,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197600717,6/9/2018,6,9,2018,GOLDEN YEARS II,4150 RHODES,STUDIO CITY,91604,Los Angeles,CA,(818) 763-9080,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374601222,6/8/2018,6,8,2018,FAMILY RESORT REST HOME INC.,3014 EL KU AVENUE,ESCONDIDO,92025,San Diego,CA,(760) 489-0415,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608746,6/3/2018,6,3,2018,MARIPOSA RESIDENTIAL CARE,3434 TAMARISK DRIVE,PALMDALE,93551,Los Angeles,CA,(310) 795-2158,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336426750,5/25/2018,5,25,2018,PARTNERS N CARE-CARE HOME,5920 COPPERFIELD AVE,RIVERSIDE,92506,Riverside,CA,(951) 213-6314,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
410508376,5/24/2018,5,24,2018,DOLPHIN PARK REST HOME #3,380 GUNTER LANE,REDWOOD CITY,94065,San Mateo,CA,(650) 593-4965,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600354,5/22/2018,5,22,2018,PENNY'S GUEST HOME,1760 AYERS ROAD,CONCORD,94521,Contra Costa,CA,(925) 609-7561,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200391,5/21/2018,5,21,2018,FLORENCE SENIOR HOME,1841 FLORENCE LANE,CONCORD,94520,Contra Costa,CA,(925) 566-8062,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601257,5/21/2018,5,21,2018,ST. CRISTOBAL HOME CARE,34867 STARLING DRIVE,UNION CITY,94587,Alameda,CA,(510) 477-6891,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435200051,5/17/2018,5,17,2018,PARKVIEW RCH #2,919 ROSETTE COURT,SUNNYVALE,94086,Santa Clara,CA,(408) 736-5618,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600377,5/14/2018,5,14,2018,CUENCO RESIDENT CARE HOME,4380 FAIRWOOD DRIVE,CONCORD,94521,Contra Costa,CA,(925) 686-6928,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600793,5/11/2018,5,11,2018,SUNNY CARE HOME,1565 THORN DRIVE,CONCORD,94521,Contra Costa,CA,(925) 827-1467,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601242,5/9/2018,5,9,2018,HEART & SOUL COMMUNITIES,3770 SUTER STREET,OAKLAND,94619,Alameda,CA,(510) 927-8046,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608714,5/6/2018,5,6,2018,WARI HOME CARE,8315 SPARTON AVENUE,PANORAMA CITY,91402,Los Angeles,CA,(818) 994-5223,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608907,5/5/2018,5,5,2018,"COMPASSIONATE ELDERLY CARE MANAGEMENT SYSTEMS, INC",44161 11TH ST. W,LANCASTER,93534,Los Angeles,CA,(661) 317-7354,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200740,4/26/2018,4,26,2018,MAGNOLIA GUEST HOME LLC,1639 FAIRWOOD DRIVE,CONCORD,94521,Contra Costa,CA,(925) 483-2610,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
19200684,4/20/2018,4,20,2018,"TRINITYVILLE, INC.",3731 JOAN AVENUE,CONCORD,94521,Alameda,CA,(925) 207-3233,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
366405771,4/20/2018,4,20,2018,REST HAVEN CARE HOME,11530 ORANGE GROVE,LOMA LINDA,92354,San Bernardino,CA,(909) 478-1408,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601282,4/19/2018,4,19,2018,QCARE RESIDENTIAL FACILITY III,4369 FAIRWOOD DRIVE,CONCORD,94521,Contra Costa,CA,(925) 682-0111,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608880,4/19/2018,4,19,2018,17201 LAHEY STREET,17201 LAHEY STREET,GRANADA HILLS,91344,Los Angeles,CA,(818) 203-7779,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
366423695,3/23/2018,3,23,2018,SALVEREY CARE,939 E. BANYAN STREET,ONTARIO,91761,San Bernardino,CA,(909) 947-6153,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601236,4/11/2018,4,11,2018,SEIKO'S PLACE,4967 HAMES DRIVE,CONCORD,94521,Contra Costa,CA,(925) 676-8963,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198200705,4/11/2018,4,11,2018,EVERGREEN HAVEN,2513 WEST 168TH STREET,TORRANCE,90504,Los Angeles,CA,(310) 630-0817,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
71441152,4/6/2018,4,6,2018,"YOUNG IN HEART, THE",4070 SIINO AVENUE,CONCORD,94521,Contra Costa,CA,(925) 825-9685,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336426708,3/30/2018,3,30,2018,ABOUNDING LOVE HOME CARE,13213 NAPA VALLEY COURT,MORENO VALLEY,92555,Riverside,CA,(951) 961-1303,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336426549,3/29/2018,3,29,2018,AQUA BELLA RESIDENTIAL CARE,14736 WILLOW GROVE PLACE,MORENO VALLEY,92555,Riverside,CA,(951) 208-1825,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601291,3/28/2018,3,28,2018,INDEPENDENCE HOME CARE,2318 TANAGER DRIVE,PLEASANTON,94566,Alameda,CA,(925) 462-2287,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336410303,3/20/2018,3,20,2018,SIMCARE HOMES LLC,155 BRACEBRIDGE ROAD,RIVERSIDE,92506,Riverside,CA,(951) 780-3200,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374602295,3/15/2018,3,15,2018,WOODLAND GARDEN RESIDENTIAL CARE,1717 KATY PL,ESCONDIDO,92026,San Diego,CA,(760) 735-8414,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
